indicator,source,date_added,context
95.182.100.231,https://blog.talosintelligence.com/uat-7810/,2026-07-07,UAT-7810 China-nexus APT ORB relay node; HTTP C2 on port 2222; DOGLEASH/JARLEASH malware infrastructure; Talos July 6 2026
47.236.11.46,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-06-Phishing-campaign-impersonating-US-state-government-agencies.txt,2026-07-07,US state government agency phishing campaign infrastructure; hosts ~916 smishing domains impersonating DMV/DOT agencies across 23 jurisdictions; five TLDs (.one/.shop/.cc/.help/.click); single financially-motivated operator; Unit 42 July 6 2026
45.207.216.55,https://www.sysdig.com/blog/understanding-langflow-cve-2026-55255-and-why-higher-cvss-vulnerabilities-arent-always-the-most-exploited,2026-07-08,Sysdig-documented attacker IP for CVE-2026-55255 Langflow cross-tenant IDOR exploitation; observed June 22-25 2026 enumerating flow IDs and stealing LLM API keys and AWS credentials from internet-exposed Langflow instances
185.178.208.153,https://www.bleepingcomputer.com/news/security/pink-unc6671-rebrand-microsoft-365-passkey-aitm-phishing/,2026-07-09,Pink (UNC6671 rebrand) phishing server; AiTM proxy backend; TLS certificate associated with passkey phishing domains; July 2026
172.93.100.252,https://www.bleepingcomputer.com/news/security/pink-unc6671-rebrand-microsoft-365-passkey-aitm-phishing/,2026-07-09,Pink (UNC6671 rebrand) phishing infrastructure; FOCI token exfiltration endpoint; hosts secondary phishing pages; July 2026
96.232.20.66,https://www.bleepingcomputer.com/news/security/pink-unc6671-rebrand-microsoft-365-passkey-aitm-phishing/,2026-07-09,Pink (UNC6671 rebrand) phishing infrastructure; relay used for proxied Entra ID token capture; July 2026
137.175.93[.]126,https://socradar.io/blog/wp-shellstorm-expose-1-4m-wordpress-sites/,2026-07-11,WP-SHELLSTORM webshell access brokerage operator server; exposed directory containing 800MB of webshells/exploit scripts/scan results/bash history/C2 config; discovered by SOCRadar June 11 2026; actor targeted 1.4M+ domains via 27 CVEs; 5700+ sites compromised
185.182.193[.]21,https://www.microsoft.com/en-us/security/blog/2026/07/09/gigawiper-anatomy-of-a-destructive-backdoor-assembled-from-multiple-malware/,2026-07-14,GigaWiper (BLUERABBIT) C2 — RabbitMQ AMQP on port 5544; Redis on port 7542; Iran-nexus destructive backdoor; fanout exchange enables simultaneous mass wipe of all infected hosts
212.8.248[.]104,https://www.microsoft.com/en-us/security/blog/2026/07/09/gigawiper-anatomy-of-a-destructive-backdoor-assembled-from-multiple-malware/,2026-07-14,GigaWiper (BLUERABBIT) C2 — secondary infrastructure
85.137.53[.]71,https://www.microsoft.com/en-us/security/blog/2026/07/15/unpacking-asyncapi-npm-supply-chain-compromise-import-time-payload-delivery/,2026-07-16,MiasmStealer v6.4 (Miasma worm AsyncAPI campaign) C2 exfiltration endpoint; ports 8080/8081/8091; receives stolen CI/CD secrets (GITHUB_TOKEN, npm tokens, cloud credentials) from poisoned @asyncapi/specs import-time payload
104.248.233[.]104,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
192.81.216[.]250,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
74.114.119[.]201,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
178.255.126[.]39,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
193.149.176[.]254,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
185.238.191[.]234,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/new-starland-rat-and-WLDR-implant-campaign.txt,2026-07-17,UAT-11795 C2 VPS; Starland RAT and WLDR HTTP C2 endpoint; financially motivated Russian-speaking actor targeting US/Europe; July 2026
209.182.237[.]133,https://unit42.paloaltonetworks.com/tuxbot-v3-evolution-iot-botnet/,2026-07-21,TuxBot v3 primary C2 server; Singapore-geolocated; TCP 2222; SSH banner SSH-2.0-CNC-Control-Server; LLM-assisted IoT botnet suspected Iranian-nexus; first seen March 5 2026; Unit 42 July 2026
185.10.68[.]127,https://unit42.paloaltonetworks.com/tuxbot-v3-evolution-iot-botnet/,2026-07-21,TuxBot v3 shared infrastructure; overlaps with Keksec/Kaitori IoT botnet ecosystem; flagged malicious May 2026; suspected TuxBot relay or staging node; Unit 42 July 2026
217.160.125[.]125,https://www.fortinet.com/blog/threat-research/inside-cross-platform-propagation-of-new-gafgyt-variant-c0xmo,2026-07-22,C0XMO Gafgyt botnet scanner; hosts Python scanner payload on TCP port 15527; exploits CVE-2021-27137 DD-WRT UPnP stack buffer overflow; cross-platform IoT botnet (ARM/MIPS/PowerPC/x86) supporting 19 DDoS methods; FortiGuard Labs March 2026
172.86.126[.]18,https://raw.githubusercontent.com/Cisco-Talos/IOCs/main/2026/07/chaos-msarat.txt,2026-07-24,msaRAT (Chaos family) staging server; MSI payload served at /update_ms.msi on TCP port 443 via HTTPS; masquerades as Microsoft Update delivery; Talos July 2026
34.153.223[.]102,https://www.sysdig.com/blog/jadepuffer-evolves-the-agentic-threat-actor-deploys-ransomware-built-to-destroy-ai-models,2026-07-25,ENCFORGE ransomware C2 server; JADEPUFFER agentic threat actor; TLS beacon on TCP port 9191; Google Cloud VM; targeted AI/ML infrastructure via Langflow CVE-2025-3248 RCE; Sysdig July 2026
103.35.189[.]225,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; victim browsers enrolled as exit nodes; Unit 42 July 2026
5.180.30[.]122,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
185.252.215[.]98,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
103.35.191[.]173,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
178.130.47[.]129,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
45.89.110[.]227,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
80.92.204[.]47,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
194.150.220[.]163,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
80.92.206[.]84,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
94.131.118[.]39,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
80.92.204[.]33,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
86.104.74[.]110,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
185.252.215[.]97,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
94.131.118[.]237,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
5.180.30[.]15,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
95[.]163.244[.]138,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
212[.]192.14[.]75,https://raw.githubusercontent.com/PaloAltoNetworks/Unit42-timely-threat-intel/main/2026-07-21-Proliferation-of-AI-Generated-Fake-VPN-Extensions.txt,2026-07-26,SOCKS5 proxy endpoint; AI-generated fake VPN Chrome extension operator infrastructure; Unit 42 July 2026
103.27.156[.]192,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
104.207.80[.]215,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
104.244.90[.]94,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
144.225.240[.]132,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
144.31.106[.]200,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
144.31.48[.]144,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
151.243.218[.]132,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
18.229.133[.]101,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
185.112.59[.]214,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
185.199.197[.]58,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
185.69.122[.]108,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server (high-confidence cluster 185.69.122.x/24); HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
185.69.122[.]72,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server (high-confidence cluster 185.69.122.x/24); HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
191.44.113[.]16,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
194.87.52[.]254,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
195.226.92[.]50,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
2.26.83[.]70,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
200.9.155[.]236,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
31.77.168[.]220,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
37.77.150[.]21,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
45.130.147[.]194,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
45.144.65[.]6,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
54.233.52[.]162,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
72.61.249[.]143,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
77.91.100[.]102,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server (high-confidence cluster 77.91.100.x/24); HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
77.91.100[.]81,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server (high-confidence cluster 77.91.100.x/24); HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
77.91.100[.]83,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server (high-confidence cluster 77.91.100.x/24); HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
78.46.23[.]30,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
81.29.146[.]96,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
87.120.84[.]133,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
89.34.219[.]49,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
93.152.223[.]39,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/8080; Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
69.164.252[.]150,https://github.com/stamparm/maltrail/commit/a0a0554,2026-07-27,RedWing Panel / SXRat C2 server; HTTP C2 TCP/7000 (non-standard port variant); Windows RAT; Russian-speaking cybercrime MaaS; maltrail commit a0a0554
181.214.221[.]30,https://github.com/stamparm/maltrail,2026-07-27,Android NGate NFC relay banking trojan C2 server; TCP port 3000; relays NFC payment card data for contactless fraud; ESET-documented; maltrail commit c516a7c
151.247.22[.]25,https://github.com/stamparm/maltrail,2026-07-27,Android BankBot C2 server; TCP port 8080; credential overlay attacks on Android banking apps; Eastern European cybercrime; maltrail commit e288835
192.238.202[.]61,https://github.com/stamparm/maltrail,2026-07-27,Android BankBot C2 server; TCP port 8080; credential overlay attacks on Android banking apps; Eastern European cybercrime; maltrail commit e288835
72.60.77[.]146,https://github.com/stamparm/maltrail,2026-07-27,Android BankBot C2 server; TCP ports 8080/8081/8083; credential overlay attacks on Android banking apps; Eastern European cybercrime; maltrail commit e288835
103.106.66[.]147,https://github.com/stamparm/maltrail,2026-07-27,Android BankBot C2 server; TCP port 8080; credential overlay attacks on Android banking apps; Eastern European cybercrime; maltrail commit e288835
91.219.237[.]105,https://github.com/stamparm/maltrail,2026-07-27,Android BankBot C2 server; TCP port 8080; credential overlay attacks on Android banking apps; Eastern European cybercrime; maltrail commit e288835
134.195.88[.]33,https://github.com/stamparm/maltrail,2026-07-27,Vidar Stealer C2 server; TCP port 8443; commodity Windows infostealer; Russian-speaking MaaS; maltrail commit 7a652e1
178.159.0[.]12,https://github.com/stamparm/maltrail,2026-07-27,FakeApp macOS infostealer staging/C2 server; trojanized macOS application delivery; maltrail commit e811a8f
178.16.55[.]227,https://github.com/stamparm/maltrail,2026-07-27,SectopRAT (ArechClient2) C2 server; TCP port 9000; .NET Windows RAT; raw TCP C2; maltrail commit e08789d
209.46.126[.]251,https://github.com/stamparm/maltrail,2026-07-27,ChaosRAT multi-platform Go-based RAT C2 server; TCP ports 8080 and 8081; dual-port C2; maltrail commit 39f4a20
102.165.46.129,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
102.165.46.21,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
15.228.199.254,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
151.243.218.121,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
151.243.219.162,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
151.243.219.67,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
157.254.55.222,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
157.254.55.234,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
177.136.234.233,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
177.155.199.100,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
177.155.199.21,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
190.102.40.218,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
190.102.42.133,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
190.102.43.41,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
190.102.43.66,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
190.102.43.74,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.101.131.105,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.101.131.41,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.101.131.74,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.96.78.192,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.96.79.144,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
191.96.79.197,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
200.9.154.111,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
200.9.154.151,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
200.9.155.94,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; Brazilian ISP space; maltrail commit 3a235f6
216.238.124.15,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
216.238.124.48,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
38.60.241.44,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
45.157.157.138,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
45.157.157.142,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
45.158.8.117,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
45.158.8.127,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
45.158.8.30,https://github.com/stamparm/maltrail/commit/3a235f6,2026-07-28,Android Kraken v2 (Kraken 2.0 Painel) C2 server; TCP port 8443; mobile banking trojan targeting Brazilian banking customers; maltrail commit 3a235f6
